"cluster_id","cluster_x","cluster_y","hashtags_text","hashtags_lang","hashtags_freq"
33,14.96001625,58.18645581,"coffee frölundahc garden golden gyllene höst kaffe kringenmotala latte mäktigt motala shl trädgård vin wine","sv sv sv sv sv sv sv sv sv sv sv sv sv sv sv","1 1 1 1 1 1 1 1 1 1 1 1 1 1 1"
34,12.75971344,58.05015672,"<U+0627><U+0644><U+062E><U+0627><U+0631><U+062C><U+064A><U+0629>_<U+0627><U+0644><U+0623><U+0645><U+0631><U+064A><U+0643><U+064A> <U+0627><U+0644><U+0633><U+0648><U+0631><U+064A> <U+062A><U+064A><U+0644><U+0631><U+0633><U+0648><U+0646> <U+0633><U+062A><U+064A><U+0641><U+0627><U+0646><U+064A>_<U+0648><U+064A><U+0644><U+064A><U+0627><U+0645><U+0632> ak allin åthelvete autumn craftbeer elbil elbilsverige elfsborg epc epc2017 europinball eurotrash ev fulastegänget hantverksöl herfst ifelfsborg ingressgame magnus_jo marcusöversjö matchidag mdmf nolimitboras pinball putin russia smakapååhaga speakoutgame superduon superettan sweden swedishcraftbeer tipssm trump wifetrapbrewery zweden","ar ar ar ar en en sv en sv sv sv sv en en en en sv sv sv en sv en sv sv sv sv en en en en sv sv sv sv en sv sv en sv en","1 1 1 1 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1"
35,17.202483,66.3823185,NA,NA,NA
36,18.392183,63.413379,"arena championsofrock championsofrock2017 div2 eldfest eldshow folkhälsa högakusten idrott mittornsköldsvik pedalboard pedaltrain skyttis sweden tillväxt twittboll","en en en en is is sv is sv sv en en sv en sv en","1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1"
37,19.197456,65.65933,NA,NA,NA
38,12.970739,59.5412543,"ackvärmland bästaprogrammet detajler electriccars fashion flatlay gotfrunk greentheme hm iphone6 keycharm models supercharger tesla volvo volvo850","sv sv sv en sv sv en sv sv sv sv en en en sv sv","1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1"
39,14.19856611,58.68601567,"abba abbatribute allatillgavlerinken brynäs concert criticalhit drummer fbkse gåta gåtor hearthstone humor indiedev indiegame komedi livemusic match23 mini_skoj nordicmade storthjärta swegame swegameconf swegameconf vänsterpartiet vänsterpartietsjuhärad vgregion viärfärjestad videogame vpol","en en sv sv en sv en sv sv sv sv sv en en sv en sv sv en sv en en sv sv sv sv sv en sv","1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 2 1 1 1"
40,18.02042625,59.35893327,"08pol 72timmar abs abswheels abswheelssweden abuse aeneid affsem after afterlife aftonbladet aftonbladetledare alabama älskaäventyr alternativefacts alvik alwayshappy amala amazing amnesty anders antisemitenrasistenhomofobenehsanfadakar art aspudden ätabörman atp author autumn autumn autumn autumncolors autumninsweden avgeek babygirl babyshowerinmaking back barbeito barcelona barnfamilj barnvakt barockträdgård baroquegarden basketball basketball batcheloretteparty bb8 beast beauty beckham beckhamjr before bengtjangfeldt berwaldhallen betting bfapril2018 bicicleta bicicletando bigbrother bigdata bighug bilar bildning bio biografi birth birthtrauma bitcoin bitcoin blackandwhitephotography bluesky bmw bnw bodyweight boeing boeing737 boeing737600 bojkottametoouppsala bokfabriken book bookofmormon bosslady brainacademy breakfast broderi brottochstraff btc btc buddhism buenosdias bushcraft cadillac californiadrunkinthebackgroundbeerlegion666 callethehomechef car carcompetition cardio careerarc cars cebcareers cerdito chevrolet china christians christofferholst cinnamonbun cinnamonrolls city cityhall cl206 climat cloudscape cmore coach coffe collegefootball completed concert conspiracyofsilence coolsunset couleedambrosia craftivism cralut criseq crochet crochet crypto cryptoccurency cryptocurrencies cryptocurrency customerservice cxgaloppen cxpokalen cykelpol cykla darthvader datamanagement davidbowiebeerlegion666 day40 deal delljobs despedidamarina detmåstegå dhrforbundet dhrforbundet different difhockey difhockeydam digitalt djursholm dmp dog donaldtrump double drottningholm duni earthcycle ehsanfadakar ekerö elonmusk embroidery endomondo endorphins engagemang engineering england enskede entombedadbeerlegion666 ericsson ericssonglobe escalator escape europa europe evita f18 faith faithholders fakeholders fakepotus fälgar fall fall familjensvensson familyfirst famousquotes fanofandrev fantastiskt fårbli2 färdtjänst färdtjänsten fcd feelgood feelgoodhörnan fika filmtajm finance findesemana fjodordostojevskij flashback flysas folksam folksamhuset food food foofighters football föpol förbundsmöte2017 förbundsmöte2017 författarträff formula1 förossärnattenljus forrest forrestwalk fotografiska fotografiskamuseet fotopromenad france fredrikvirtanen friends friendsforever friendstime frksvenssongillar front242 frukost funday funkpol funkpol gamlastan gatuslöjd georggamboa gerillaslöjd gerillaslöjd getaniums gg girlsgirlsgirls glorydays glorydaysplatinumedition glorydaystour god godfirst godmorgon goodtimes gopro götalejon göteborg gp gravidvecka40 grease gu guy guyexhibition guyexhibition2017 hålet halloween handicraft hashtags hateholders hav hbtqhandboken helg helsingforssegelklubb hemberedskap hendricksgin hennparty hike hilton himtoo hiq hiqinternat hiring hjälm hjälm hockey hockeyhus högskoleprovet högskoleprovet holiday hoops hörselskadadesdag hörselsmart hörselveckan hörselveckan2017 höst höst høst höst2017 höstväder hotels howcute hp html5 htmlcoin huddinge hyckleri iceboard iceicebaby ig_graffiti imageblue innebandy instatravel internship invandrarmän ios iphone iphone iphone7plus iqt iraq iraqi isf it italien jänkare jazz jesuisjärnkaninen joakimlundell job jobs jockiboi joker jokes judidench kaffe kanejsvenska kanelbullar kanelbulle kantarellsoppa karate karlaplan kärlek kfgbg kids kinde kista klackbergsbacken kmarkt knitting kommaut krg kryssningen kurdistan kurdistanblockade kust kvarnholmen kypärä ladcykel lafargue lagotto landochhav landscape lankanabroad lättlagatmedjessicafrej leaves liberation listaspalarascasueca literarycircles littledickdonald littledragon littlemix ljusetitunneln lo2vigne longexposure lookingatflats löpare loppet lördagsmys love love love loveit lovelyday lovemysisters lovetennis lovingstockholm lovön lundsbk lustanslakejer luton lyckatill machinista madebykärran malebeauty maleform maleradosti matinée medelhavsmuseet meetoo metoo metoo metoouppsala metro middag minigolf minstoradag miss modern monster morning morning motala moveinpeace movies munch museum mybad mykids nannies nanny napoliinter naturalart nature nebbiolojoe nemomöter newmusic nfl nickcaveandthebadseeds nightmare nightout nike niklasandersson nofilter nofilter nofiltertour nosmile nunu oak obj october odell odellbeckhamjr offentligsektor offtopic öl oldbatcholdlabelbeerlegion666 oldsmobile oldtown ölprovning onlygivethepunchline ontour2017 ootd ootdmen opensource opinionlive orange öregrund oslo panetoz paris partei påspåren patisserie pattern pearljam pearljamnordic perfection perfekt perspective photo photography pl planeporn playoff please prayforjärnkaninen predatorpresident pregnancy prepping proffsigt progkonf promeneramera ptsd punchline qualitytime r2d2 racing radiosymfonikerna raiteilla recensionsexemplar red reklam rentachef repost researchdata retarded rims rip roslagen royalhaga rsa_graffiti ryssland sabado säkpol sales såmycketbättre sandstorm sandviken sanktgöranochdraken sapleonardo sarafälting saskadetlata sats saturday saturdaymorning saturdaymotivation scandic scarysight scifimässan scifimässan scifiworld scifiworld scifiworld sdhl sef selfmotivation sercial shopping showtime shredded simborgaren48 simborgaren48 siri sisters siu skarpnäck skitbra skogskyrkogården skylovers slappersaturday smal smiles smilingheart snapiiing softwaredev soldier solidarité solna solnastation songoftheday sonya7rii sosso south sovel specialdelivery speltips spiral spraycanart squad srso ssl sslse staircase staircasehunting stairs stargate stargate stargateatlantis startmeup startrek starwars station sthlmabovebelow sthlmchallenge sthlmopen sthlmopen stibf stickning stobou stoccolma stockholm stockholm stockholm stockholm stockholm stockholm stockholm stockholm2017 stockholmbynight stockholmcity stokcholm stopp stp stravinsky streetart streetphotography streets strikkchics subway suède suhari summer sun sunlight sunrise sunset suntree support supportkurdistan sverige sverige sverige svezia sweden sweden sweden sweden swedendiaries swedishcolors sweita swish swishswishbish tags tagsforlikes tagsforlikesapp tantoväggen tbt team techno tennessee tennis theboywhocrieswolf thegoodlife theking theorville theothedog therollingstones thewalkingdead thielskagalleriet tibetan timell tinyhands tipselit topofthehill tourism traffic train train transport transportation travel travel travel travelgram travelgram travelgram travelgram tree treeoflife trees treescollection tresfest trickortreat trndnl tumblingdice tunnel tunneli tunnels tunnlarna tv4 twitterkurds twittpuck twittpuck typisktbragrej tyresö u16 understanding unhcr upphandling valfrihet vårbystylish vasateatern vaxjolakers vegan venedigofthenorth viaplay victoriaandabdul vindarna viochdom virkat virkning visitfinland visiting visitsweden vsco vscocam vscocsm wadoryu walking wearetravelers weekend weekend welovebombing wheels wheninstockholm wheninstockholm whentheblackbirdsings wikf wildbirdsandpeacedrums windsurf windsurfing winelover winelovers wineselfie wisconsin withaview womenintech workout wow yarnbomb yazidis youtube yuppietrashmike","sv sv en sv sv sv en en en en sv sv en sv en et en it en en sv sv hu en sv sv en en et sv it it en und en en sv sv sv sv et et en sv en sv hu en hu hu en sv sv en sv es es en en und sv sv sv und en en und vi en en sv en en en en en sv und en en en es sv en und und vi en und sv sv en sv en en en en en en sv sv en en und en en en sv en sv en sv en en en en en es es sv en en sv en sv vi und und vi en sv sv sv sv en en en en en en es sv en sv en sv sv sv sv en sv en en en sv en sv en en en en en sv en en sv en en en en en de en sv en en und und en sv en et sv sv en sv sv sv sv sv sv und und en sv en es und en en sv sv en sv en en en en sv sv en und sv sv sv sv sv en sv en und und sv pl und en en sv und en es en sv en sv en en en en en en und en en sv sv sv sv sv sv en en en en en sv sv und und sv sv en sv sv en en sv sv en en en fi sv en sv en sv en en sv sv sv sv en et no sv sv en und sv vi vi sv sv en en et sv sv da en sv en en no no en en en fr en sv sv en und und en en und hu en sv en sv en en sv en und sv en en sv en sv sv en sv en sv und und und en fi sv es en sv no sv sv en en es en en sv en sv sv en en sv fi sv en sv und und und en en en en sv sv en sv pl sv en en cs en en sv en sv sv en sv sv sv und en und en no sv en sv en sv sv en sv sv it und en sv sv en hu en en en hu sv sv und en en cs en hu en hu hu no sv sv en sv und sv en sv en en en en en und und sv en de fi sv en en en en sv en en en en en sv en und en en sv sv sv sv en en en sv en sv fi und en sv sv en en sv sv fr und es et sv es en en sv sv sv und en sv sv en en en en en en fi sv en fi sv sv sv en sv en sv en en sv en en sv en en sv und eu sv en en en en en fr en en en en sv sv sv en en und et en sv sv sv und und und fi sv fi en en sv et sv sv en sv sv en en it en et fr no ru sv und sv en en ru sv en en en en und en en sv en en en und en en en en und en no sv it en et ru sv sv en sv en sv et sv sv et en en en en sv en en en en sv en sv en en sv en sv sv en en en et et en en et sl da en et sl en en en en en en en eu en fi fi sv sv en en sv sv sv sv en en no sv sv sv en fr und es sv sv sv sv en en und en ru ru ru en en en en et et sv en sl en en en en en en en en en sv en en sv en en sv en","1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 2 1 1 1 2 1 1 3 1 2 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 4 1 1 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 2 1 9 2 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 5 1 3 3 1 1 3 1 1 1 1 1 1 3 1 1 1 4 4 1 3 1 9 1 5 1 3 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 8 1 2 1 1 1 1 1 1 2 5 1 1 1 2 1 2 1 1 9 1 1 1 2 1 1 1 1 2 2 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 17 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 9 1 1 1 2 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 19 5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 2 1 1 1 1 1 3 3 3 1 1 1 1 1 2 1 2 1 1 1 1 1 1 3 1 1 2 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 3 1 1 1 1 1 1 2 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 5 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 6 2 1 1 1 1 1 1 1 1 1 1 9 1 1 1 1 2 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 6 1 1 1 1 1 1 1 2 3 1 1 1 1 5 1 1 6 1 1 1 1 1 1 1 1 1 1 1 1 2 1 10 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 2 1 1 3 1 1 1 1 1 3 3 3 2 1 1 1 1 1 1 4 1 3 1 1 1 1 1 37 1 1 1 1 6 4 1 1 1 1 1 1 1 2 1 3 3 3 1 1 1 1 2 1 1 1 1 1 2 1 2 1 16 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 3 1 1 1 1 1 1 1 1 2 3 1 1 1 10 1 1 1 3 1 1 3 1 1 1 1 1 8 1 3 1 1 1 4 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 3 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 2 1 1 3 1 1 1"
41,18.4283835,60.386705,"agnsjön florarna me9 me9fans naturreservatet","sv sv sv sv sv","1 1 1 1 1"
42,22.5946015,66.489606,NA,NA,NA
43,23.51346,66.513206,NA,NA,NA
44,16.1008347,59.98051575,"1p coffee coffeeaddict coffeelover events fagersta familyfun friends groups inåhman innebandy insané kaffe landscape parties qpr rosabandet sunshine sweden teambuilding","sv sv sv sv en es en en en sv sv sv sv es en sv sv es es en","1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1"
45,12.58985088,56.615849,"boardgame bowllikeaswede brädspel fiverr happyclient happyme lovethelanes manmåstehatalang terraformingmars","sv sv sv en en en sv sv sv","1 1 1 1 1 1 1 1 1"
46,13.49591,62.690143,NA,NA,NA
47,18.967192,63.964269,"angsjön whippetworld winston","sv sv sv","1 2 1"
48,21.254209,66.047773,NA,NA,NA
49,16.43840925,61.1213545,"autumn autumn bergåkra frost gymnasium hälsingland hälsingland häst hästar leksandsif lifse naturlära rengsjö ridgymnasium ridskola ridsport säveränge sunrise sweden tbs threemusketeers tomasanderssonwij wonderland","en sv und sv und sv und und und sv sv und sv und und und sv sv sv sv en sv sv","1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1"
50,13.415557,57.3881655,"autumn brynäs brynäs fail fondue mufc yumyum","fr en sv en fr sv fr","1 1 1 1 1 1 1"
51,16.715886,57.15832033,"byggbranschen förebilder kimstuneoftheday kvinnligachefer landskronabois oaik r","sv sv und sv sv sv und","1 1 1 1 1 1 1"
52,15.58905225,60.42313688,"älskadebarn kärlek kdting milf olikasombär svpol team3r tvillingar varttogtidenvägen","sv sv sv sv sv sv sv sv sv","1 1 1 1 1 1 1 1 1"
53,17.29790708,59.32514617,"bålsta betting inter italy järna justsaying låtdeungastanna napint napoli nomorefucktogive strategiförrepublik sverige sverigemittland swepol tipoftheday träninshus1 vistaarinteut","sv en en en sv sv und en en sv sv sv sv sv sv sv und","1 1 1 1 4 1 1 1 1 1 1 8 4 1 1 1 1"
54,14.39066875,59.62487075,"awesomephotography ib ig_shutterbugs kib kiev4 photography photography photographyeveryday rangefinder sharingautumn sweden travelnordic västerås","und sv sv sv sv sv und sv sv und und und sv","1 3 1 3 1 1 1 1 1 2 1 1 1"
55,13.6244826,59.4685884,"idw lostlightfest quotes transformers vegan vegansofig wulfandlamb","en en en en en en en","1 1 1 1 1 1 1"
56,15.9208175,64.6821585,"icatallen sagahallen","sv sv","1 1"
57,15.5251085,57.3067511,"malinspplugg urskola","sv sv","1 1"
58,15.76367425,56.57481617,"archipelago change damtrean firsttime havkajakoplevelser hockey kalmar kalmarhc kayak khc listen lookwithin louisehay messages microadventure peace pizza referee saturday seakayak sweden teamkayak tossetmedhavkajak","en en sv en en en sv sv en sv en en en en en en sv en en en en en en","1 1 3 1 1 1 1 3 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1"
59,17.0336955,60.0655055,NA,NA,NA
60,16.3933022,59.2908482,"amma athletesbyallerhed birthdayparties borderterrier borderterriers borderterriersofinstagram breastfeeding brynäs btposse cf crossfit dogwalk double30 endomondo endorphins events famillies foreveryoung friends fullers godjul hejhoppetuss henparties hoppetuss imperialipa livets_hårda_skola lördag maktsamling17 manchesterunited masterathlete mufc mufc_family nattamning nightcall ölnörd punktering saturdaymorning skithockey sörmlandsgalan sörmlandsidrotten stagparties twittpuck vandramedhund xmas","en en en und und und en sv und en en und en en en en en en en sv sv en en en sv und sv und en en en en en en sv sv en sv und und en sv und sv","1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1"
61,15.842093,58.93731075,NA,NA,NA
62,13.37295238,58.428242,"bonkabäver fknon17 friskis gillart gottgott helgmys lördag revsyourheart varnhem yamaha yec yzfr6","sv sv sv sv sv sv sv sv sv sv sv sv","1 1 1 1 1 1 1 1 1 1 1 1"
63,14.0279448,57.8808961,"gottdalen gottdalen hatarbk hcdalen hcdalen hcdalen hfflive hfflive hockeyettan hockeyettan hockeyettan hv71 hv71 icehockey ilovemyjob kämpadalen kämpadalen kämpadalen lhc linköping lördagsmys röglebk shl söderettan twittboll","no sv en da no sv en sv da no sv en sv sv sv da no sv en en sv sv sv en sv","1 1 1 1 1 1 1 1 1 2 3 1 1 1 1 1 1 2 1 1 1 1 1 1 1"
64,12.431369,57.3062655,"gåranja panknästan såmycketbättre söderettan superettan tv4 twittboll","sv sv sv sv sv sv sv","1 1 1 1 1 1 1"
65,13.591122,60.0908275,NA,NA,NA
66,19.4656435,67.198665,"gällivaretennishall gällivaretk glädje","sv sv sv","1 1 1"
67,14.89942313,60.33680913,"bestofthebroken enkelhet frihet heatsweden kopparberg sidehustlebook sonicboomstudios sparadkrona","sv sv sv sv sv sv sv sv","1 1 1 1 1 1 1 1"
68,13.81829333,56.83268633,"copenhagentosweden cycletonordics hv71 shl smguld tedenby","en en sv sv sv sv","1 1 1 1 1 1"
69,17.3456675,58.6664325,"fotograf frolundahc ifkgbg kafferostning nyköping orangeriet photobyberndes scandinavianphoto shl stockholm viärblåvitt","en sv sv sv en sv en en sv en sv","1 1 1 1 1 1 1 1 1 1 1"
70,18.661315,57.696298,"benghazi chewat coyh dumptrump fakefoxnews fakenews fakepresident frölunda impeachpence impeachtrumpandpencenow kaammoonn skeaik","und sv sv und und und und sv und und sv sv","1 2 2 1 1 1 1 1 1 1 1 1"
71,13.7429415,62.164232,NA,NA,NA
72,17.86214067,62.71512317,"bigisland fantvfantasy härnöhammers jesus smallrock sterlingkapten","no sv sv sv no sv","1 2 1 1 1 1"
73,13.80975308,55.67400825,"beyourself famsalheden gameday halloween iliveinsweden jotajoti jotajoti joti ref0033a scouterna sk7ho sk7ho skåningsboda skåningsboda yifdam","und und sv en en en sv sv sv en en sv en sv sv","1 1 1 1 1 1 1 1 1 1 1 1 1 1 1"
74,14.618906,57.46246425,"fridayfeeling hijabi","und und","1 1"
75,23.754817,65.748327,NA,NA,NA
76,17.0541605,61.91692925,"freda lindefallet lindefalletssk lindehallen unosvenningsson","sv sv sv sv sv","1 1 1 1 1"
77,18.6875185,66.9073215,NA,NA,NA
78,23.0083025,65.7634915,NA,NA,NA
79,15.00878463,56.21609713,"actorontherun ångestspel car careerarc fanzines halvtid hiring instadaily instagood it job jobs lenneerserier loppisfynd nowplaying ronneby sales såmycketbättre vinyl vw","en sv en en sv sv en en en en en en sv sv en en en sv en en","1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1"
80,20.592823,68.207941,NA,NA,NA
81,14.1914965,63.802911,NA,NA,NA
82,15.5396215,61.913626,NA,NA,NA
83,22.2299115,65.691135,"luleå luleåhockey rosabandet vattenkraft","sv sv sv sv","1 1 1 1"
84,18.41001,64.6515525,"budhaskafferosteri coffee espresso hockey lycksele minusgrader shl skeaik snartvinter snö snow sweden","en en en sv und en sv sv en und und und","1 1 1 1 1 1 1 1 1 1 2 1"
85,11.3009169,58.4381282,"arrived chefslife chefstalk coast fjällbacka house hunnebo jakt lighthouse lovely mrvain oldbecomesnew picsfromthepass skärgård smögen sverigeärfantastiskt sweden sweden","sv sv sv en sv sv sv sv en sv sv en sv en en sv en sv","1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1"
86,16.6437,56.338615,"fjällräven fjällrävenwax","sv sv","1 1"
87,18.779528,65.254725,NA,NA,NA
88,13.20471133,60.74706717,NA,NA,NA
89,14.49532575,61.23252625,NA,NA,NA
90,19.60184875,63.71098225,"cutebabies duktigaflickorsrevansch gammalkunskap powerupwomen reminder verkligenutdöendesort","und und und und und und","1 1 1 1 1 1"
91,16.6828192,58.4778727,"apfelkuchen äpplepaj applepie ärvälintejagsomgåttuppivikt autumn backenistliebe bleedpurpleandgold diehexenholzkrone diehexenholzkrone endomondo endorphins ericsaade filiprim gin hypeeemode iconapop instabake instayummy kanjagaldrigtro kfumrom kfumrom kikkidanielsson lakeshow lärakänna malparits mavala nagellack niunpasenrere photo regeringskris såmycketbättre såmycketbättre seoul systemkollaps tadwilliams tadwilliams team06 tonic unosvenningsson viscacatalonia vitahästen votelinneahårdafsegerstadforvicepresidentofkfum","sv sv sv sv en sv en de en en en sv und sv sv und sv sv sv en sv sv en en und sv sv und en sv sv und sv sv de en sv sv sv und sv sv","1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 2"
92,19.0380985,59.752392,"airliner careerarc customerservice edgeoftheworld emirates emiratesair fallingoff freight generalscience handheld hiring infemaleentrepreneurs job jobs nikon nikonworld_ orange roslagsleden sales sheeo sign sonydschx60 sweden teammdlz thisway veterans","en en en en en en en en en en en en en en en en en en en en en en en en en en","1 5 1 1 1 1 1 1 1 1 5 1 6 1 1 1 1 1 5 1 1 3 8 1 1 2"
93,19.52258775,64.66367425,"glöd grilla höst västerbotten","sv sv sv sv","1 1 1 1"
94,15.52567125,61.25994825,"art cosel dalarna design graphicdesign graphics havet labsofinstagram lukas martintimell metoo ocean rättvik style xhale","en nl sv en en en en sv sv sv sv en sv en nl","1 2 1 1 1 1 1 1 1 1 1 1 1 1 2"
95,22.867224,67.406884,NA,NA,NA
96,21.0645695,65.281744,"allrdumåstevetaompop alltdumåstevetaompop autumn fall piteå riksteatern såmycketbättre sparkling sverigeifärg tv4 yellow","no no en en no no sv en no sv en","1 1 1 1 2 2 1 1 1 1 1"
97,16.110442,63.1616565,NA,NA,NA
98,20.67704238,63.90647775,"aftonbladet autumn betting bicycle björklöven blue bojkott booklet contrast coolbet darkness detail fail fall familjen gallerialva gense ikea info interior leoslekland lights lördagsmys marimekko moraik nature plats road shirt skadeläget skull sky sunshine trerättersmiddag truppkoll trying twittpuck twittpuck umeå view walk weekend","sv sv sv en sv sv sv en sv sv sv sv en en sv en sv sv en sv en sv sv sv en sv en sv en sv sv sv sv sv sv en en sv en sv sv sv","1 1 1 1 2 1 1 2 1 1 1 1 1 1 1 2 1 1 2 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 1 1 2 2 1 1 1"
99,17.1928605,61.287574,"careerarc chemicaljobs finance hiring job kraton polymers sandarne","en en en en en en en en","1 1 2 1 1 1 1 2"
100,16.5702605,60.48991,"aktivabarnärgladabarn boxing boxning hejamikaelalauren krossanorge mammastjej swedishboxer","sv sv sv sv sv sv sv","1 1 1 1 1 1 1"
101,14.3815795,55.559747,"mufc mufcse muss unitedsyd","en en en en","1 1 1 1"
102,20.7074715,64.745622,"drawing drawing drawing inkdrawing inkdrawing inkdrawing inktober inktober inktober inktober2017 inktober2017 inktober2017 pegasus skeaik twittpuck unicorn","en es sv en es sv en es sv en es sv es sv sv en","1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 1"
103,13.07483675,55.32996025,"aftonbladet autumn bacon bernersennen bernese bingsgårdska breakfast cheese dessert egg fall florida foamglow foamglow5k food grill grilla grillat grilledpaprika gym höst manunited mat matulf olssonsgrillhouse pilates slowstarter sportnytt startahelgen svtsport tampa toast training träna trelleborgen","sv sv und en en sv und und sv und sv en en en sv und und und und sv sv sv sv sv und sv sv sv sv sv en und sv sv sv","1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1"
104,16.9236905,63.441999,"brothers4life catsofinstagram catstagram dualtasking grodanochroffe hungrycats teknikensunder","da da da sv da da sv","1 1 1 1 1 1 1"
105,16.42626025,65.5655105,"adidas halamadrid losblancos oktober realmadridfc running snö snow training träning","und und und und und und und und und und","1 1 1 1 1 1 1 1 1 1"
106,11.033549,58.9541845,"botnet cybersecurity cybersecurity ddos fbi infosec infosec","en en no en no en no","1 1 1 1 1 1 1"
107,15.185727,64.2329895,NA,NA,NA
108,17.242557,62.516543,"100million askniall askniall askniall brynäs brynäs brynäs dhden17 dhden17 dhden17 dhopen direktfrånfikarummet europaleague ffse ffse flicker foamcc fylltemplet fylltemplet haldorskola idolse idolse idolse iscb2015 kdting kdting kdting kdting kdting kdting kdting kdting libgbg libgbg libgbg libgbg metoo metoo metoo metoo noworries paper paperartist papercut papercutting papir pepforum performance poesiföreställning premiär safesex såmycketbättre såmycketbättre såmycketbättre såmycketbättre sdhl sdhl sdhl sdhl skavibarahånglalite skolblogg staypositive sthlmopen superettan superettan superettan superettan superettan timraik trndnl trndnl trndnl trndnl trndnl trndnl trndnl trndnl trndnl trndnl ufcgdansk vaxjolakers worlds2017 worlds2017 worlds2017 worlds2017","en de en sv en sv und en no sv und sv en en sv sv en en no sv en ro sv en da en et no ro sl sv und da en et ro en no ro sv sv en en en en en en sv sv sv sv en ro sv und en ro sv und sv sv sv en da et is sl sv no da de en et is no ro sl sv und en en da et is sv","1 11 1 8 1 3 4 32 1 10 2 1 1 10 5 3 1 1 2 1 35 6 4 1 3 23 2 10 8 1 8 2 3 1 2 2 25 9 3 5 1 2 2 2 1 1 1 1 1 2 1 1 1 1 8 1 1 2 6 1 1 1 1 3 3 1 1 5 1 5 11 46 3 1 11 9 1 38 8 1 1 3 3 1 3"
